#mpa_vOct22_CHOCOPhlAnSGB_202212
#/home/rodrigo/miniconda3/bin/metaphlan /mnt/HDDStorage/jsequeira/rodrigo/Datasets/VReal-3A_S10.fastq_output/VReal-3A_S10_humann_temp/tmp9uqp8scc/tmpsw7y76lt -t rel_ab -o /mnt/HDDStorage/jsequeira/rodrigo/Datasets/VReal-3A_S10.fastq_output/VReal-3A_S10_humann_temp/VReal-3A_S10_metaphlan_bugs_list.tsv --input_type fastq --bowtie2out /mnt/HDDStorage/jsequeira/rodrigo/Datasets/VReal-3A_S10.fastq_output/VReal-3A_S10_humann_temp/VReal-3A_S10_metaphlan_bowtie2.txt --nproc 12
#130113000 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria|p__Candidatus_Cloacimonetes|c__Candidatus_Cloacimonetes_unclassified|o__Candidatus_Cloacimonetes_unclassified|f__Candidatus_Cloacimonetes_unclassified	2|456828|||	30.28149	
k__Bacteria|p__Spirochaetes|c__CFGB42821|o__OFGB42821|f__FGB42821	2|203691|||	8.80203	
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	2|200918|188708|2419|1643950	7.35138	
k__Bacteria|p__Bacteroidetes|c__CFGB36012|o__OFGB36012|f__FGB36012	2|976|||	4.40997	
k__Bacteria|p__Bacteroidetes|c__CFGB7739|o__OFGB7739|f__FGB7739	2|976|||	3.36076	
k__Bacteria|p__Bacteroidetes|c__CFGB24658|o__OFGB24658|f__FGB24658	2|976|||	3.3365	
k__Bacteria|p__Actinobacteria|c__CFGB76414|o__OFGB76414|f__FGB76414	2|201174|||	3.22403	
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanotrichales|f__Methanotrichaceae	2157|28890|224756|2905377|143067	3.17408	
k__Bacteria|p__Bacteroidetes|c__CFGB7465|o__OFGB7465|f__FGB7465	2|976|||	2.99495	
k__Bacteria|p__Candidatus_Cloacimonetes|c__CFGB7869|o__OFGB7869|f__FGB7869	2|456828|||	2.39176	
k__Bacteria|p__Ignavibacteriae|c__CFGB41734|o__OFGB41734|f__FGB41734	2|1134404|||	2.30485	
k__Bacteria|p__Firmicutes|c__CFGB26775|o__OFGB26775|f__FGB26775	2|1239|||	2.0649	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	1.75571	
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae	2157|28890|224756|2191|1198451	1.72776	
k__Bacteria|p__Tenericutes|c__CFGB9180|o__OFGB9180|f__FGB9180	2|544448|||	1.58983	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	2|201174|1760|85006|85021	1.39154	
k__Bacteria|p__Firmicutes|c__CFGB27080|o__OFGB27080|f__FGB27080	2|1239|||	1.23766	
k__Bacteria|p__Bacteroidetes|c__CFGB7709|o__OFGB7709|f__FGB7709	2|976|||	1.10725	
k__Bacteria|p__Synergistetes|c__CFGB7945|o__OFGB7945|f__FGB7945	2|508458|||	1.05627	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2|1224|28216|80840|80864	1.02326	
k__Bacteria|p__Bacteroidetes|c__CFGB7461|o__OFGB7461|f__FGB7461	2|976|||	0.95622	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Candidatus_Competibacteraceae	2|1224|1236||1400857	0.92041	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	2|976|200643|171549|2005520	0.88597	
k__Bacteria|p__Proteobacteria|c__CFGB8946|o__OFGB8946|f__FGB8946	2|1224|||	0.63951	
k__Archaea|p__Euryarchaeota|c__CFGB76181|o__OFGB76181|f__FGB76181	2157|28890|||	0.61946	
k__Bacteria|p__Firmicutes|c__CFGB39903|o__OFGB39903|f__FGB39903	2|1239|||	0.5963	
k__Bacteria|p__Bacteroidetes|c__CFGB23790|o__OFGB23790|f__FGB23790	2|976|||	0.52904	
k__Bacteria|p__Bacteroidetes|c__CFGB42009|o__OFGB42009|f__FGB42009	2|976|||	0.51247	
k__Bacteria|p__Acidobacteria|c__CFGB32401|o__OFGB32401|f__FGB32401	2|57723|||	0.49536	
k__Bacteria|p__Proteobacteria|c__CFGB20881|o__OFGB20881|f__FGB20881	2|1224|||	0.44698	
k__Bacteria|p__Planctomycetes|c__CFGB45746|o__OFGB45746|f__FGB45746	2|203682|||	0.41012	
k__Bacteria|p__Proteobacteria|c__CFGB43452|o__OFGB43452|f__FGB43452	2|1224|||	0.38372	
k__Bacteria|p__Firmicutes|c__CFGB4798|o__OFGB4798|f__FGB4798	2|1239|||	0.37811	
k__Bacteria|p__Candidatus_Hydrogenedentes|c__CFGB8426|o__OFGB8426|f__FGB8426	2|142187|||	0.36353	
k__Bacteria|p__Firmicutes|c__CFGB25401|o__OFGB25401|f__FGB25401	2|1239|||	0.31434	
k__Bacteria|p__Firmicutes|c__CFGB76402|o__OFGB76402|f__FGB76402	2|1239|||	0.29152	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae	2|976|200643|171549|2760872	0.26132	
k__Bacteria|p__Firmicutes|c__CFGB8975|o__OFGB8975|f__FGB8975	2|1239|||	0.24959	
k__Bacteria|p__Proteobacteria|c__CFGB41806|o__OFGB41806|f__FGB41806	2|1224|||	0.24783	
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae	2157|28890|224756|2191|196137	0.22335	
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	2|508458|649775|649776|649777	0.21637	
k__Bacteria|p__Tenericutes|c__CFGB26653|o__OFGB26653|f__FGB26653	2|544448|||	0.19163	
k__Bacteria|p__Bacteria_unclassified|c__CFGB7371|o__OFGB7371|f__FGB7371	2||||	0.18762	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0.18717	
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Microthrixaceae	2|201174|84992|84993|1798913	0.18492	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	2|1224|1236|2887326|468	0.17178	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Candidatus_Chazhemtobacteraceae	2||||2715733	0.15596	
k__Bacteria|p__Kiritimatiellaeota|c__CFGB30752|o__OFGB30752|f__FGB30752	2|134625|||	0.15045	
k__Bacteria|p__Proteobacteria|c__CFGB40144|o__OFGB40144|f__FGB40144	2|1224|||	0.13658	
k__Bacteria|p__Bacteroidetes|c__CFGB46194|o__OFGB46194|f__FGB46194	2|976|||	0.13366	
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0.1161	
k__Archaea|p__Euryarchaeota|c__CFGB38|o__OFGB38|f__FGB38	2157|28890|||	0.11191	
k__Bacteria|p__Firmicutes|c__CFGB8063|o__OFGB8063|f__FGB8063	2|1239|||	0.10695	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Casimicrobiaceae	2|1224|28216||2705999	0.10539	
k__Bacteria|p__Chloroflexi|c__CFGB39849|o__OFGB39849|f__FGB39849	2|200795|||	0.09945	
k__Bacteria|p__Firmicutes|c__CFGB3438|o__OFGB3438|f__FGB3438	2|1239|||	0.09665	
k__Bacteria|p__Bacteroidetes|c__CFGB24578|o__OFGB24578|f__FGB24578	2|976|||	0.08794	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.08751	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae	2|201174|1760|1643684|85031	0.07463	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified	2|1224|28216||	0.07358	
k__Bacteria|p__Bacteroidetes|c__CFGB75933|o__OFGB75933|f__FGB75933	2|976|||	0.07175	
k__Bacteria|p__Bacteroidetes|c__CFGB7503|o__OFGB7503|f__FGB7503	2|976|||	0.06675	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	2|201174|1760|85009|31957	0.06299	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae	2|976|200643|1970189|558415	0.06225	
k__Bacteria|p__Atribacterota|c__Atribacteria|o__Atribacterales|f__Atribacteraceae	2|67818|2847774|2847775|2847776	0.05861	
k__Bacteria|p__Verrucomicrobia|c__CFGB38799|o__OFGB38799|f__FGB38799	2|74201|||	0.05715	
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae	2|40117|203693|189778|189779	0.05522	
k__Bacteria|p__Firmicutes|c__CFGB8935|o__OFGB8935|f__FGB8935	2|1239|||	0.05294	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	2|201174|1760|85009|85015	0.05283	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae	2|1224|28211|356|31993	0.05148	
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae	2157|28890|224756|2191|2194	0.04327	
k__Bacteria|p__Bacteroidetes|c__CFGB41867|o__OFGB41867|f__FGB41867	2|976|||	0.0431	
k__Bacteria|p__Spirochaetes|c__CFGB41075|o__OFGB41075|f__FGB41075	2|203691|||	0.04154	
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae	2|203691|203692|136|2845253	0.03959	
k__Bacteria|p__Bacteroidetes|c__CFGB7612|o__OFGB7612|f__FGB7612	2|976|||	0.0391	
k__Bacteria|p__Spirochaetes|c__CFGB8982|o__OFGB8982|f__FGB8982	2|203691|||	0.03874	
k__Bacteria|p__Bacteroidetes|c__CFGB72604|o__OFGB72604|f__FGB72604	2|976|||	0.03853	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2|976|117743|200644|49546	0.03327	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	2|976|117743|200644|2762318	0.0326	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	2|1224|1236|135614|32033	0.03252	
k__Bacteria|p__Atribacterota|c__CFGB8897|o__OFGB8897|f__FGB8897	2|67818|||	0.031	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified	2|1224|28216|80840|	0.02995	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Arcobacteraceae	2|1224|29547|213849|2808963	0.02936	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	2|1224|28216|206351|481	0.02727	
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB7348|o__OFGB7348|f__FGB7348	2|95818|||	0.02704	
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	2|200795|292625|292629|292628	0.02562	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Syntrophomonadaceae	2|1239|186801|186802|68298	0.02554	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	0.02491	
k__Bacteria|p__Proteobacteria|c__CFGB75967|o__OFGB75967|f__FGB75967	2|1224|||	0.02463	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	2|1224|28211|204457|41297	0.02448	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae	2|1224|28216|206351|1499392	0.0242	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	0.02347	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	2|1224|28216|206389|2008794	0.0226	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	0.01919	
k__Bacteria|p__Firmicutes|c__CFGB76577|o__OFGB76577|f__FGB76577	2|1239|||	0.01846	
k__Bacteria|p__Proteobacteria|c__CFGB14846|o__OFGB14846|f__FGB14846	2|1224|||	0.01833	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0.01709	
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified	2|95818|||	0.01684	
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB42739|o__OFGB42739|f__FGB42739	2|95818|||	0.01584	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	2|1224|28211|204455|31989	0.01516	
k__Bacteria|p__Chloroflexi|c__CFGB24537|o__OFGB24537|f__FGB24537	2|200795|||	0.01477	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	2|1239|91061|186826|81852	0.01465	
k__Bacteria|p__Verrucomicrobia|c__CFGB45184|o__OFGB45184|f__FGB45184	2|74201|||	0.01441	
k__Bacteria|p__Bacteroidetes|c__CFGB41865|o__OFGB41865|f__FGB41865	2|976|||	0.01419	
k__Bacteria|p__Ignavibacteriae|c__CFGB24900|o__OFGB24900|f__FGB24900	2|1134404|||	0.01383	
k__Bacteria|p__Acidobacteria|c__CFGB41474|o__OFGB41474|f__FGB41474	2|57723|||	0.01373	
k__Bacteria|p__Proteobacteria|c__CFGB76416|o__OFGB76416|f__FGB76416	2|1224|||	0.01314	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2|976|200643|171549|171551	0.01086	
k__Bacteria|p__Firmicutes|c__CFGB8972|o__OFGB8972|f__FGB8972	2|1239|||	0.01067	
k__Bacteria|p__Proteobacteria|c__CFGB26025|o__OFGB26025|f__FGB26025	2|1224|||	0.0087	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	2|1224|28216|206389|75787	0.00853	
k__Bacteria|p__Gemmatimonadetes|c__CFGB73260|o__OFGB73260|f__FGB73260	2|142182|||	0.00829	
k__Bacteria|p__Acidobacteria|c__CFGB41084|o__OFGB41084|f__FGB41084	2|57723|||	0.00805	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	2|1224|28211|356|82115	0.00752	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aestuariivirgaceae	2|1224|28211|356|2650922	0.00705	
k__Bacteria|p__Proteobacteria|c__CFGB8514|o__OFGB8514|f__FGB8514	2|1224|||	0.00695	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae	2|1224|28216|32003|206379	0.00695	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2|1224|28221|213115|194924	0.00685	
k__Bacteria|p__Synergistetes|c__CFGB15867|o__OFGB15867|f__FGB15867	2|508458|||	0.00621	
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Aggregatilineales|f__Aggregatilineaceae	2|200795|292625|2806304|2806305	0.00588	
k__Bacteria|p__Candidatus_Hydrogenedentes|c__CFGB40658|o__OFGB40658|f__FGB40658	2|142187|||	0.00581	
k__Bacteria|p__Bacteroidetes|c__CFGB76561|o__OFGB76561|f__FGB76561	2|976|||	0.00557	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	2|1239|91061|186826|186828	0.00521	
k__Bacteria|p__Dictyoglomi|c__CFGB42234|o__OFGB42234|f__FGB42234	2|68297|||	0.00472	
k__Bacteria|p__Firmicutes|c__CFGB9195|o__OFGB9195|f__FGB9195	2|1239|||	0.00436	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae	2|1224|28216|206389|2008795	0.00422	
k__Bacteria|p__Actinobacteria|c__CFGB23051|o__OFGB23051|f__FGB23051	2|201174|||	0.0042	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophales|f__Syntrophaceae	2|1224|28221|2914038|213468	0.00411	
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	2|201174|84992|84993|633392	0.0041	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	0.00377	
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae	2|200918|188708|1643946|1643948	0.00299	
k__Bacteria|p__Actinobacteria|c__CFGB76411|o__OFGB76411|f__FGB76411	2|201174|||	0.00269	
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Sphaerochaetaceae	2|203691|203692|136|2791015	0.00252	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.00249	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	2|1239|526524|526525|2810281	0.00247	
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Bryobacteraceae	2|57723|204432|332160|1962910	0.00214	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	2|201174|1760|85007|85025	0.00214	
k__Bacteria|p__Proteobacteria|c__CFGB6783|o__OFGB6783|f__FGB6783	2|1224|||	0.00208	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae	2|1224|28211|204457|2820280	0.00187	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	2|32066|203490|203491|1129771	0.00176	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.0016	
k__Bacteria|p__Bacteroidetes|c__CFGB7726|o__OFGB7726|f__FGB7726	2|976|||	0.00141	
k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477|f__FGB10477	2|1239|||	0.00126	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	2|1224|28211|204441|433	0.00124	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	0.00118	
k__Bacteria|p__Actinobacteria|c__CFGB76413|o__OFGB76413|f__FGB76413	2|201174|||	0.00103	
k__Bacteria|p__Bacteroidetes|c__CFGB8910|o__OFGB8910|f__FGB8910	2|976|||	0.00097	
k__Bacteria|p__Bacteria_unclassified|c__CFGB76452|o__OFGB76452|f__FGB76452	2||||	0.00092	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB42551|o__OFGB42551|f__FGB42551	2|1798710|||	0.00085	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	2|1224|28211|356|69277	0.00076	
k__Bacteria|p__Firmicutes|c__CFGB76282|o__OFGB76282|f__FGB76282	2|1239|||	0.00075	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Pleomorphomonadaceae	2|1224|28211|356|2843308	0.00035	
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineae_unclassified|f__Anaerolineae_unclassified	2|200795|292625||	0.0003	
k__Bacteria|p__Planctomycetes|c__CFGB45191|o__OFGB45191|f__FGB45191	2|203682|||	0.00023	
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	2|201174|1497346|588673|320583	0.00019	
k__Bacteria|p__Candidatus_Omnitrophica|c__CFGB40939|o__OFGB40939|f__FGB40939	2|67812|||	0.00016	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae	2|201174|1760|85007|85028	6e-05	
k__Bacteria|p__Candidatus_Cloacimonetes|c__Candidatus_Cloacimonetes_unclassified|o__Candidatus_Cloacimonetes_unclassified|f__Candidatus_Cloacimonetes_unclassified|g__Candidatus_Cloacimonas	2|456828||||456826	29.48014	
k__Bacteria|p__Spirochaetes|c__CFGB42821|o__OFGB42821|f__FGB42821|g__GGB42821	2|203691||||	8.80203	
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__GGB24760	2|200918|188708|2419|1643950|	7.35138	
k__Bacteria|p__Bacteroidetes|c__CFGB36012|o__OFGB36012|f__FGB36012|g__GGB35206	2|976||||	4.40997	
k__Bacteria|p__Bacteroidetes|c__CFGB7739|o__OFGB7739|f__FGB7739|g__GGB24445	2|976||||	3.36076	
k__Bacteria|p__Bacteroidetes|c__CFGB24658|o__OFGB24658|f__FGB24658|g__GGB46168	2|976||||	3.3365	
k__Bacteria|p__Bacteroidetes|c__CFGB7465|o__OFGB7465|f__FGB7465|g__GGB23787	2|976||||	2.99495	
k__Bacteria|p__Candidatus_Cloacimonetes|c__CFGB7869|o__OFGB7869|f__FGB7869|g__GGB24641	2|456828||||	2.39176	
k__Bacteria|p__Ignavibacteriae|c__CFGB41734|o__OFGB41734|f__FGB41734|g__GGB45669	2|1134404||||	2.30485	
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanotrichales|f__Methanotrichaceae|g__GGB54100	2157|28890|224756|2905377|143067|	2.18065	
k__Bacteria|p__Firmicutes|c__CFGB26775|o__OFGB26775|f__FGB26775|g__GGB26775	2|1239||||	2.0649	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB49462	2|1239|186801|186802|216572|	1.74305	
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__GGB54155	2157|28890|224756|2191|1198451|	1.72776	
k__Bacteria|p__Tenericutes|c__CFGB9180|o__OFGB9180|f__FGB9180|g__GGB73886	2|544448||||	1.58983	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus	2|201174|1760|85006|85021|367298	1.39154	
k__Bacteria|p__Actinobacteria|c__CFGB76414|o__OFGB76414|f__FGB76414|g__GGB44034	2|201174||||	1.30919	
k__Bacteria|p__Firmicutes|c__CFGB27080|o__OFGB27080|f__FGB27080|g__GGB27082	2|1239||||	1.23766	
k__Bacteria|p__Bacteroidetes|c__CFGB7709|o__OFGB7709|f__FGB7709|g__GGB46555	2|976||||	1.10725	
k__Bacteria|p__Actinobacteria|c__CFGB76414|o__OFGB76414|f__FGB76414|g__GGB44036	2|201174||||	1.06173	
k__Bacteria|p__Synergistetes|c__CFGB7945|o__OFGB7945|f__FGB7945|g__GGB24768	2|508458||||	1.05627	
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix	2157|28890|224756|2905377|143067|2222	0.99042	
k__Bacteria|p__Bacteroidetes|c__CFGB7461|o__OFGB7461|f__FGB7461|g__GGB23780	2|976||||	0.95622	
k__Bacteria|p__Actinobacteria|c__CFGB76414|o__OFGB76414|f__FGB76414|g__GGB44031	2|201174||||	0.85311	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Candidatus_Competibacteraceae|g__GGB38705	2|1224|1236||1400857|	0.74927	
k__Bacteria|p__Proteobacteria|c__CFGB8946|o__OFGB8946|f__FGB8946|g__GGB26731	2|1224||||	0.63951	
k__Archaea|p__Euryarchaeota|c__CFGB76181|o__OFGB76181|f__FGB76181|g__GGB27196	2157|28890||||	0.61946	
k__Bacteria|p__Actinobacteria|c__CFGB4875|o__OFGB4875|f__FGB4875|g__GGB43920	2|201174||||	0.60131	
k__Bacteria|p__Firmicutes|c__CFGB39903|o__OFGB39903|f__FGB39903|g__GGB41897	2|1239||||	0.5963	
k__Bacteria|p__Candidatus_Cloacimonetes|c__Candidatus_Cloacimonetes_unclassified|o__Candidatus_Cloacimonetes_unclassified|f__Candidatus_Cloacimonetes_unclassified|g__GGB24645	2|456828||||	0.58094	
k__Bacteria|p__Bacteroidetes|c__CFGB23790|o__OFGB23790|f__FGB23790|g__GGB46018	2|976||||	0.52904	
k__Bacteria|p__Bacteroidetes|c__CFGB42009|o__OFGB42009|f__FGB42009|g__GGB46164	2|976||||	0.51247	
k__Bacteria|p__Acidobacteria|c__CFGB32401|o__OFGB32401|f__FGB32401|g__GGB45011	2|57723||||	0.49536	
k__Bacteria|p__Proteobacteria|c__CFGB20881|o__OFGB20881|f__FGB20881|g__GGB58408	2|1224||||	0.44698	
k__Bacteria|p__Planctomycetes|c__CFGB45746|o__OFGB45746|f__FGB45746|g__GGB62383	2|203682||||	0.41012	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Petrimonas	2|976|200643|171549|2005520|307628	0.40187	
k__Bacteria|p__Proteobacteria|c__CFGB43452|o__OFGB43452|f__FGB43452|g__GGB25803	2|1224||||	0.38372	
k__Bacteria|p__Firmicutes|c__CFGB4798|o__OFGB4798|f__FGB4798|g__GGB42087	2|1239||||	0.37811	
k__Bacteria|p__Candidatus_Hydrogenedentes|c__CFGB8426|o__OFGB8426|f__FGB8426|g__GGB25719	2|142187||||	0.36353	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonadaceae_unclassified	2|976|200643|171549|2005520|	0.32754	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax	2|1224|28216|80840|80864|12916	0.32603	
k__Bacteria|p__Firmicutes|c__CFGB25401|o__OFGB25401|f__FGB25401|g__GGB45485	2|1239||||	0.31434	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB40481	2|1224|28216|80840|80864|	0.30168	
k__Bacteria|p__Firmicutes|c__CFGB76402|o__OFGB76402|f__FGB76402|g__GGB26126	2|1239||||	0.29152	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__GGB35116	2|976|200643|171549|2760872|	0.26132	
k__Bacteria|p__Firmicutes|c__CFGB8975|o__OFGB8975|f__FGB8975|g__GGB26776	2|1239||||	0.24959	
k__Bacteria|p__Proteobacteria|c__CFGB41806|o__OFGB41806|f__FGB41806|g__GGB41806	2|1224||||	0.24783	
